study_id,series_id,path,level_pred,pred_level,instance_number,z,dis
396152094,482540905,/kaggle/temp/axial_all_images/396152094___482540905___19.png,1,2,19,31,1.0267970892016807
396152094,482540905,/kaggle/temp/axial_all_images/396152094___482540905___11.png,1,1,11,39,1.9007557747930193
396152094,2169681567,/kaggle/temp/axial_all_images/396152094___2169681567___24.png,1,5,24,5,1.519731702057019
396152094,2169681567,/kaggle/temp/axial_all_images/396152094___2169681567___19.png,1,4,19,10,1.5224319753266684
396152094,2169681567,/kaggle/temp/axial_all_images/396152094___2169681567___14.png,1,3,14,15,2.1200472389746965
396152094,2169681567,/kaggle/temp/axial_all_images/396152094___2169681567___9.png,1,2,9,20,0.33938944741385413
396152094,2169681567,/kaggle/temp/axial_all_images/396152094___2169681567___3.png,1,1,3,26,1.9432539578867196
409514453,328123155,/kaggle/temp/axial_all_images/409514453___328123155___23.png,1,5,23,2,1.8215439360892987
409514453,328123155,/kaggle/temp/axial_all_images/409514453___328123155___18.png,1,4,18,7,0.5668905354515736
409514453,328123155,/kaggle/temp/axial_all_images/409514453___328123155___13.png,1,3,13,12,2.045918372054068
409514453,328123155,/kaggle/temp/axial_all_images/409514453___328123155___9.png,1,2,9,16,1.417347237374189
409514453,328123155,/kaggle/temp/axial_all_images/409514453___328123155___3.png,1,1,3,22,0.09888130861875055
414452265,2484257132,/kaggle/temp/axial_all_images/414452265___2484257132___3.png,1,5,3,2,1.8257106090598185
414452265,2484257132,/kaggle/temp/axial_all_images/414452265___2484257132___6.png,1,4,6,5,1.5587039794607662
414452265,2484257132,/kaggle/temp/axial_all_images/414452265___2484257132___10.png,1,3,10,9,1.6151093578297644
414452265,2484257132,/kaggle/temp/axial_all_images/414452265___2484257132___14.png,1,2,14,13,1.986284149139216
414452265,2484257132,/kaggle/temp/axial_all_images/414452265___2484257132___18.png,1,1,18,17,2.0264599151457148
416521027,1537073204,/kaggle/temp/axial_all_images/416521027___1537073204___9.png,1,5,9,8,0.7275530782349406
416521027,1537073204,/kaggle/temp/axial_all_images/416521027___1537073204___14.png,1,4,14,13,1.7476507675542692
416521027,1537073204,/kaggle/temp/axial_all_images/416521027___1537073204___20.png,1,3,20,19,1.212979789990591
416521027,1537073204,/kaggle/temp/axial_all_images/416521027___1537073204___33.png,1,2,33,32,1.287103088806419
416521027,1537073204,/kaggle/temp/axial_all_images/416521027___1537073204___38.png,1,1,38,37,1.812824665318158
416521027,1997849815,/kaggle/temp/axial_all_images/416521027___1997849815___8.png,1,5,8,7,1.6679379678859547
416521027,1997849815,/kaggle/temp/axial_all_images/416521027___1997849815___13.png,1,4,13,12,2.0920487324495767
416521027,1997849815,/kaggle/temp/axial_all_images/416521027___1997849815___19.png,1,3,19,18,1.0215270930169638
416521027,1997849815,/kaggle/temp/axial_all_images/416521027___1997849815___34.png,1,2,34,33,0.3327098989327659
416521027,1997849815,/kaggle/temp/axial_all_images/416521027___1997849815___39.png,1,1,39,38,1.607607181286891
425970461,201607168,/kaggle/temp/axial_all_images/425970461___201607168___21.png,1,5,21,5,0.0099076967842322
425970461,201607168,/kaggle/temp/axial_all_images/425970461___201607168___17.png,1,4,17,9,0.3362101795378152
425970461,201607168,/kaggle/temp/axial_all_images/425970461___201607168___12.png,1,3,12,14,1.242037773002501
425970461,201607168,/kaggle/temp/axial_all_images/425970461___201607168___7.png,1,2,7,19,0.09468751971011713
425970461,201607168,/kaggle/temp/axial_all_images/425970461___201607168___3.png,1,1,3,23,1.2288973993105792
427598893,440074453,/kaggle/temp/axial_all_images/427598893___440074453___3.png,1,5,3,0,0.0019297896135981318
427598893,440074453,/kaggle/temp/axial_all_images/427598893___440074453___5.png,1,4,5,4,2.3476386043720368
427598893,440074453,/kaggle/temp/axial_all_images/427598893___440074453___8.png,1,3,8,7,1.767041249666927
427598893,440074453,/kaggle/temp/axial_all_images/427598893___440074453___11.png,1,2,11,10,0.36833112583332284
427598893,440074453,/kaggle/temp/axial_all_images/427598893___440074453___14.png,1,1,14,13,0.5770934428673975
434488359,4025880011,/kaggle/temp/axial_all_images/434488359___4025880011___14.png,1,5,14,1,1.8865975006812405
434488359,4025880011,/kaggle/temp/axial_all_images/434488359___4025880011___9.png,1,4,9,6,1.3749051711838263
434488359,4025880011,/kaggle/temp/axial_all_images/434488359___4025880011___4.png,1,3,4,11,0.7167798420957929
448315026,1593050535,/kaggle/temp/axial_all_images/448315026___1593050535___9.png,1,5,9,8,0.11350617892220671
448315026,1593050535,/kaggle/temp/axial_all_images/448315026___1593050535___15.png,1,4,15,14,0.13649810092003434
448315026,1593050535,/kaggle/temp/axial_all_images/448315026___1593050535___22.png,1,3,22,21,1.6135044735251949
448315026,1593050535,/kaggle/temp/axial_all_images/448315026___1593050535___29.png,1,2,29,28,0.13649666641796632
448315026,1593050535,/kaggle/temp/axial_all_images/448315026___1593050535___35.png,1,1,35,34,1.3635018556092575
449609770,3568214482,/kaggle/temp/axial_all_images/449609770___3568214482___38.png,1,5,38,7,0.689618887182207
449609770,3568214482,/kaggle/temp/axial_all_images/449609770___3568214482___33.png,1,4,33,12,0.14836003065000702
449609770,3568214482,/kaggle/temp/axial_all_images/449609770___3568214482___28.png,1,3,28,17,1.5606443374216907
449609770,3568214482,/kaggle/temp/axial_all_images/449609770___3568214482___20.png,1,2,20,25,2.3515018808592902
449609770,3568214482,/kaggle/temp/axial_all_images/449609770___3568214482___12.png,1,1,12,33,2.310849976568587
450154999,1621073667,/kaggle/temp/axial_all_images/450154999___1621073667___24.png,1,5,24,1,0.8315381252881089
450154999,1621073667,/kaggle/temp/axial_all_images/450154999___1621073667___19.png,1,4,19,6,1.87697204716208
450154999,1621073667,/kaggle/temp/axial_all_images/450154999___1621073667___13.png,1,3,13,12,0.0032218954358667062
450154999,1621073667,/kaggle/temp/axial_all_images/450154999___1621073667___8.png,1,2,8,17,0.932991107354237
450154999,1621073667,/kaggle/temp/axial_all_images/450154999___1621073667___3.png,1,1,3,22,2.000767132735847
450154999,2152738310,/kaggle/temp/axial_all_images/450154999___2152738310___41.png,1,5,41,9,1.83064644132579
450154999,2152738310,/kaggle/temp/axial_all_images/450154999___2152738310___34.png,1,4,34,16,0.7134885403176341
450154999,2152738310,/kaggle/temp/axial_all_images/450154999___2152738310___26.png,1,3,26,24,0.1025250579588981
450154999,2152738310,/kaggle/temp/axial_all_images/450154999___2152738310___18.png,1,2,18,32,0.48630442911942495
450154999,2152738310,/kaggle/temp/axial_all_images/450154999___2152738310___11.png,1,1,11,39,1.9200216878861518
473465726,1657538009,/kaggle/temp/axial_all_images/473465726___1657538009___43.png,1,5,43,3,0.4570248540654589
473465726,1657538009,/kaggle/temp/axial_all_images/473465726___1657538009___33.png,1,4,33,13,1.0433972487880538
473465726,1657538009,/kaggle/temp/axial_all_images/473465726___1657538009___23.png,1,3,23,23,0.6490131426979953
473465726,1657538009,/kaggle/temp/axial_all_images/473465726___1657538009___14.png,1,2,14,32,1.6905087957775908
473465726,1657538009,/kaggle/temp/axial_all_images/473465726___1657538009___6.png,1,1,6,40,1.2913494349979064
476931212,987017544,/kaggle/temp/axial_all_images/476931212___987017544___25.png,1,5,25,2,0.27388246293341467
476931212,987017544,/kaggle/temp/axial_all_images/476931212___987017544___19.png,1,4,19,8,0.24807271966211886
476931212,987017544,/kaggle/temp/axial_all_images/476931212___987017544___13.png,1,3,13,14,1.2738958921679588
476931212,987017544,/kaggle/temp/axial_all_images/476931212___987017544___9.png,1,2,9,18,2.411992545793995
476931212,987017544,/kaggle/temp/axial_all_images/476931212___987017544___3.png,1,1,3,24,2.1927704190916213
482624307,4246854543,/kaggle/temp/axial_all_images/482624307___4246854543___3.png,1,5,3,2,0.44651993132441703
482624307,4246854543,/kaggle/temp/axial_all_images/482624307___4246854543___8.png,1,4,8,7,2.0117938317510458
482624307,4246854543,/kaggle/temp/axial_all_images/482624307___4246854543___12.png,1,3,12,11,1.7788225025073654
482624307,4246854543,/kaggle/temp/axial_all_images/482624307___4246854543___18.png,1,2,18,17,1.1647840049741003
482624307,4246854543,/kaggle/temp/axial_all_images/482624307___4246854543___23.png,1,1,23,22,1.2861045891296143
493511651,2392655686,/kaggle/temp/axial_all_images/493511651___2392655686___27.png,1,5,27,2,1.604711914883545
493511651,2392655686,/kaggle/temp/axial_all_images/493511651___2392655686___20.png,1,4,20,9,1.752374323861467
493511651,2392655686,/kaggle/temp/axial_all_images/493511651___2392655686___14.png,1,3,14,15,0.02225230425590642
493511651,2392655686,/kaggle/temp/axial_all_images/493511651___2392655686___9.png,1,2,9,20,1.957098442454404
493511651,2392655686,/kaggle/temp/axial_all_images/493511651___2392655686___3.png,1,1,3,26,1.6382299236362492
498998339,2863450102,/kaggle/temp/axial_all_images/498998339___2863450102___53.png,1,5,53,3,1.3082945586326176
498998339,2863450102,/kaggle/temp/axial_all_images/498998339___2863450102___45.png,1,4,45,11,1.3149337401292258
498998339,2863450102,/kaggle/temp/axial_all_images/498998339___2863450102___36.png,1,3,36,20,0.5003304216423548
498998339,2863450102,/kaggle/temp/axial_all_images/498998339___2863450102___28.png,1,2,28,28,1.356964881794628
498998339,2863450102,/kaggle/temp/axial_all_images/498998339___2863450102___20.png,1,1,20,36,0.6538942853174898
511857239,328178139,/kaggle/temp/axial_all_images/511857239___328178139___24.png,1,5,24,2,0.04577022750719806
511857239,328178139,/kaggle/temp/axial_all_images/511857239___328178139___19.png,1,4,19,7,1.1675747983066636
511857239,328178139,/kaggle/temp/axial_all_images/511857239___328178139___13.png,1,3,13,13,1.4295579534504874
511857239,328178139,/kaggle/temp/axial_all_images/511857239___328178139___8.png,1,2,8,18,1.4522445100348804
511857239,328178139,/kaggle/temp/axial_all_images/511857239___328178139___3.png,1,1,3,23,1.5768623418995489
513538670,787865846,/kaggle/temp/axial_all_images/513538670___787865846___20.png,1,5,20,3,1.29086434681021
513538670,787865846,/kaggle/temp/axial_all_images/513538670___787865846___15.png,1,4,15,8,1.5578612789248467
513538670,787865846,/kaggle/temp/axial_all_images/513538670___787865846___12.png,1,3,12,11,1.7473387323413123
513538670,787865846,/kaggle/temp/axial_all_images/513538670___787865846___6.png,1,2,6,17,1.100325977785289
513538670,787865846,/kaggle/temp/axial_all_images/513538670___787865846___2.png,1,1,2,21,1.295061907325593
520900899,3350709773,/kaggle/temp/axial_all_images/520900899___3350709773___28.png,1,5,28,10,1.8092033227163666
520900899,3350709773,/kaggle/temp/axial_all_images/520900899___3350709773___23.png,1,4,23,15,1.0240472931164755
520900899,3350709773,/kaggle/temp/axial_all_images/520900899___3350709773___17.png,1,3,17,21,0.7232758331498488
520900899,3350709773,/kaggle/temp/axial_all_images/520900899___3350709773___11.png,1,2,11,27,0.6852974036659027
520900899,3350709773,/kaggle/temp/axial_all_images/520900899___3350709773___5.png,1,1,5,33,0.9921445578144663
526295265,4240670000,/kaggle/temp/axial_all_images/526295265___4240670000___31.png,1,5,31,9,1.3077669370102951
526295265,4240670000,/kaggle/temp/axial_all_images/526295265___4240670000___26.png,1,4,26,14,1.36804265319412
526295265,4240670000,/kaggle/temp/axial_all_images/526295265___4240670000___21.png,1,3,21,19,1.1603391257518538
526295265,4240670000,/kaggle/temp/axial_all_images/526295265___4240670000___15.png,1,2,15,25,1.6172653480777655
526295265,4240670000,/kaggle/temp/axial_all_images/526295265___4240670000___10.png,1,1,10,30,1.4041477949135146
532070032,2487365692,/kaggle/temp/axial_all_images/532070032___2487365692___37.png,1,5,37,9,0.09556840998532046
532070032,2487365692,/kaggle/temp/axial_all_images/532070032___2487365692___33.png,1,4,33,13,1.294424298896824
532070032,2487365692,/kaggle/temp/axial_all_images/532070032___2487365692___26.png,1,3,26,20,1.4493399980242492
532070032,2487365692,/kaggle/temp/axial_all_images/532070032___2487365692___19.png,1,2,19,27,1.9134163385917509
532070032,2487365692,/kaggle/temp/axial_all_images/532070032___2487365692___13.png,1,1,13,33,0.05461734070347646
542539438,1928564416,/kaggle/temp/axial_all_images/542539438___1928564416___39.png,1,5,39,3,0.2292044085961038
542539438,1928564416,/kaggle/temp/axial_all_images/542539438___1928564416___29.png,1,4,29,13,0.5601573714906056
542539438,1928564416,/kaggle/temp/axial_all_images/542539438___1928564416___21.png,1,3,21,21,0.8995189612022978
542539438,1928564416,/kaggle/temp/axial_all_images/542539438___1928564416___12.png,1,2,12,30,1.2609570876356138
542539438,1928564416,/kaggle/temp/axial_all_images/542539438___1928564416___4.png,1,1,4,38,0.9571063642182915
545140827,2792938333,/kaggle/temp/axial_all_images/545140827___2792938333___38.png,1,5,38,7,1.6234753139275178
545140827,2792938333,/kaggle/temp/axial_all_images/545140827___2792938333___32.png,1,4,32,13,1.9964468315950414
545140827,2792938333,/kaggle/temp/axial_all_images/545140827___2792938333___27.png,1,3,27,18,0.3272414229281928
545140827,2792938333,/kaggle/temp/axial_all_images/545140827___2792938333___19.png,1,2,19,26,0.9309513110639855
545140827,2792938333,/kaggle/temp/axial_all_images/545140827___2792938333___11.png,1,1,11,34,2.0912234624908663
566498560,2612547148,/kaggle/temp/axial_all_images/566498560___2612547148___28.png,1,5,28,2,1.2765516433459538
566498560,2612547148,/kaggle/temp/axial_all_images/566498560___2612547148___23.png,1,4,23,7,2.0159877156057817
566498560,2612547148,/kaggle/temp/axial_all_images/566498560___2612547148___18.png,1,3,18,12,1.5537515284376564
566498560,2612547148,/kaggle/temp/axial_all_images/566498560___2612547148___13.png,1,2,13,17,0.430689589623622
566498560,2612547148,/kaggle/temp/axial_all_images/566498560___2612547148___8.png,1,1,8,22,1.5702870556016073
570403175,3391380384,/kaggle/temp/axial_all_images/570403175___3391380384___37.png,1,5,37,6,2.0769448995268665
570403175,3391380384,/kaggle/temp/axial_all_images/570403175___3391380384___31.png,1,4,31,12,0.9467944796160932
570403175,3391380384,/kaggle/temp/axial_all_images/570403175___3391380384___25.png,1,3,25,18,1.4546482983345106
570403175,3391380384,/kaggle/temp/axial_all_images/570403175___3391380384___19.png,1,2,19,24,2.1498676424552956
570403175,3391380384,/kaggle/temp/axial_all_images/570403175___3391380384___12.png,1,1,12,31,0.01058913319934085
582364168,3242313646,/kaggle/temp/axial_all_images/582364168___3242313646___44.png,1,5,44,9,1.3587124928314225
582364168,3242313646,/kaggle/temp/axial_all_images/582364168___3242313646___41.png,1,4,41,12,0.9656172101540825
582364168,3242313646,/kaggle/temp/axial_all_images/582364168___3242313646___34.png,1,3,34,19,0.20675580393530524
582364168,3242313646,/kaggle/temp/axial_all_images/582364168___3242313646___24.png,1,2,24,29,0.7688340188379117
582364168,3242313646,/kaggle/temp/axial_all_images/582364168___3242313646___16.png,1,1,16,37,1.711620853655801
594735110,4075111689,/kaggle/temp/axial_all_images/594735110___4075111689___41.png,1,5,41,6,1.5894801397787202
594735110,4075111689,/kaggle/temp/axial_all_images/594735110___4075111689___35.png,1,4,35,12,0.23527766880165757
594735110,4075111689,/kaggle/temp/axial_all_images/594735110___4075111689___28.png,1,3,28,19,0.8218620664833587
594735110,4075111689,/kaggle/temp/axial_all_images/594735110___4075111689___19.png,1,2,19,28,1.2932050296045468
594735110,4075111689,/kaggle/temp/axial_all_images/594735110___4075111689___11.png,1,1,11,36,1.2532610225120315
603095830,133192752,/kaggle/temp/axial_all_images/603095830___133192752___23.png,1,5,23,1,1.2664333888599941
603095830,133192752,/kaggle/temp/axial_all_images/603095830___133192752___19.png,1,4,19,5,0.5735746788099725
603095830,133192752,/kaggle/temp/axial_all_images/603095830___133192752___15.png,1,3,15,9,1.8569505264400004
603095830,133192752,/kaggle/temp/axial_all_images/603095830___133192752___11.png,1,2,11,13,0.1605780117999931
603095830,133192752,/kaggle/temp/axial_all_images/603095830___133192752___7.png,1,1,7,17,0.6094775357999964
607343607,918340269,/kaggle/temp/axial_all_images/607343607___918340269___26.png,1,5,26,0,1.886262469039849
607343607,918340269,/kaggle/temp/axial_all_images/607343607___918340269___21.png,1,4,21,5,0.3042353539909932
607343607,918340269,/kaggle/temp/axial_all_images/607343607___918340269___17.png,1,3,17,9,2.7005412087055665
607343607,918340269,/kaggle/temp/axial_all_images/607343607___918340269___13.png,1,2,13,13,0.7993553955097372
607343607,918340269,/kaggle/temp/axial_all_images/607343607___918340269___9.png,1,1,9,17,1.5959259767355025
613162088,48029401,/kaggle/temp/axial_all_images/613162088___48029401___23.png,1,5,23,2,1.7446800911011522
613162088,48029401,/kaggle/temp/axial_all_images/613162088___48029401___20.png,1,4,20,5,0.6374839931121237
